19/3/64	2064-03-19
21/9/1984	1984-09-21
16/1/14	2014-01-16
23/3/1988	1988-03-23
14/01/2014 at 11:33	2014-01-14T11:33
17/32064	2064-03-17
15.3.64	2064-03-15
17/32064	2064-03-17
18/3/2064	2064-03-18
16/3/64	2064-03-16
11/7/2001	2001-07-11
12/3/2064	2064-03-12
10:40 on the 10th of January 2014	2014-01-10T10:40
15.3.64	2064-03-15
18/8/1992	1992-08-18
18/12/2013 at 10:40	2013-12-18T10:40
21.2.63	2063-02-21
27/7/2033	2033-07-27
12/04/2012 at 14:22	2012-04-12T14:22
2062	2062
14.6.62	2062-06-14
3/8/2009	2009-08-03
03/09/2012 at 09:21	2012-09-03T09:21
5/11/62	2062-11-05
4/10/1997	1997-04-10
03/09/2012 at 09:24	2012-09-03T09:24
11.5.62	2062-11-05
11/5/1991	1991-11-05
10/09/2012 at 14:16	2012-09-10T14:16
15.11.62	2062-11-15
13/11/62	2062-11-13
11/9/2062	2062-11-09
11.7.62	2062-11-07
16/9/2002	2002-09-16
05/09/2012 at 19:24	2012-09-05T19:24
8.11.62	2062-11-08
22/4/64	2064-04-22
13/11/2062	2062-11-13
8/11/62	2062-11-08
1/11/1994	1994-01-11
11/12/2062	2062-11-12
29.4.64	2064-04-29
13.11.62	2062-11-13
14.11.62	2062-11-14
29.4.64	2064-04-29
23/6/1997	1997-06-23
12/11/2062	2062-11-12
14.12 on 10.09.12	2012-09-10T14:12
13.11.62	2062-11-13
11/5/2015	2015-11-05
12/09/2012 at 09:49	2012-09-12T09:49
15.11.62	2062-11-15
7/1/2000	2000-01-07
12/09/2012 at 18:10	2012-09-12T18:10
4.12.62	2062-12-04
15.11.62	2062-11-15
4.12.62	2062-12-04
26.11.62	2062-11-26
16/11/2062	2062-11-16
9.30 on 12.09.12	2012-09-12T09:30
15.11.62	2062-11-15
21/3/1997	1997-03-21
14/09/2012 at 18:41	2012-09-14T18:41
19/11/62	2062-11-19
10/5/1996	1996-05-10
18/09/2012 at 13:14	2012-09-18T13:14
4.12.62	2062-12-04
21.11.62	2062-11-21
4.12.62	2062-12-04
previous	2064-05-27
5/8/2064	2064-05-08
5.8.2064	2064-05-08
19/3/64	2064-03-19
5.8.2064	2064-05-08
5.6.2064	2064-05-06
15/6/1986	1986-06-15
04/03/2014 at 16:23	2014-03-04T16:23
7.5.64	2064-05-07
5/9/2064	2064-05-09
5.7.64	2064-05-07
11/10/2000	2000-11-10
06/02/2014 at 13:30	2014-02-06T13:30
13/4/64	2064-04-13
5/6/64	2064-06-05
11/9/2000	2000-09-11
23/01/2014 at 11:30	2014-01-23T11:30
3/3/64	2064-03-03
30/3/1989	1989-03-30
30/01/2014 at 14:00	2014-01-30T14:00
5/4/64	2064-04-05
9/2/2012	2012-02-09
21/01/2014 at 10:24	2014-01-21T10:24
23.3.64	2064-03-23
26/3/64	2064-03-26
28/3/2024	2024-03-28
19/12/2013 at 18:00	2013-12-19
26/2/63	2063-02-26
26/2/2031	2031-02-26
17/12/2013 at 12:10	2013-12-17T12:10
previous	2064-05-27
19/12/2060	2060-12-19
25/2/63	2063-02-25
19/2/2063	2063-02-19
15/2/63	2063-02-15
9/1/2027	2027-01-09
12/12/2013 at 12:00	2013-12-12T12:00
19/2/63	2063-02-19
24/9/2014	2014-09-24
11/12/2013 at 09:34	2013-12-11T09:34
9:28am on 11/12/13	2013-12-11T09:28
10:28am on 11/12/13	2013-12-11T10:28
10:28am on 11/12/13	2013-12-11T10:28
10:28am on 11/12/13	2013-12-11T10:28
10:28am on 11/12/13	2013-12-11T10:28
20/2/2063	2063-02-20
17/7/2009	2009-07-17
05/12/2013 at 13:17	2013-12-05T13:17
2/12/63	2063-02-12
18/2/63	2063-02-18
23/12/2036	2036-12-23
04/12/2013 at 12:00	2013-12-04T12:00
13/2/63	2063-02-13
25/9/1999	1999-09-25
25/06/2013 at 08:59	2013-06-25T08:59
10/9/63	2063-09-10
27/8/63	2063-08-27
30/8/63	2063-08-30
10.9.63	2063-09-10
27/5/2036	2036-05-27
09/07/2013 at 12:19	2013-07-09T12:19
18/9/63	2063-09-18
12.9.63	2063-09-12
18/9/63	2063-09-18
24.9.63	2063-09-24
16/4/2022	2022-04-16
05/10/2012 at 14:57	2012-10-05T14:57
12.10.62	2062-12-10
18.10.63	2063-10-18
13/2/2007	2007-02-13
19/09/2012 at 13:56	2012-09-19T13:56
17.1.62	2062-01-17
28.12.62	2062-12-28
22.11.62	2062-11-22
21.12.62	2062-12-21
2061	2061
December 2061	2061-12
28.12.62	2062-12-28
17.1.62	2062-01-17
16/7/2063	2063-07-16
11.7.63	2063-07-11
22/11/2062	2062-11-22
21.11.62	2062-11-21
29/11/2062	2062-11-29
26/11/62	2062-11-26
29/11/2062	2062-11-29
2056	2056
16:20pm on 21.9.12	2012-09-21T16:20
26.11.62	2062-11-26
20/9/2013	2013-09-20
24/09/2012 at 19:59	2012-09-24T19:59
27.11.62	2062-11-27
8/5/1988	1988-08-05
26/11/2062	2062-11-26
27.11.62	2062-11-27
19/3/1990	1990-03-19
25/09/2012 at 16:47	2012-09-25T16:47
29.11.62	2062-11-29
/4/2062	2062-04
29/11/62	2062-11-29
20/2/1999	1999-02-20
30.11.62	2062-11-30
previous	2064-05-27
2059	2059
27/4/1981	1981-04-27
03/10/2012 at 09:52	2012-10-03T09:52
5/12/62	2062-12-05
3/3/1995	1995-03-03
12.11.63	2063-12-11
15.1.62	2062-01-15
12.11.63	2063-12-11
17/6/2001	2001-06-17
08/10/2012 at 16:16	2012-10-08T16:16
12/10/62	2062-12-10
12/3/2000	2000-12-03
04/10/2012 at 20:01	2012-10-04T20:01
12.7.62	2062-12-07
19.12.62	2062-12-19
18.12.62	2062-12-18
24/7/2013	2013-07-24
04/10/2012 at 04:30	2012-10-04T04:30
7/12/62	2062-12-07
19.12.62	2062-12-19
18.12.2062	2062-12-18
9/3/2010	2010-09-03
04/10/2012 at 15:44	2012-10-04T15:44
12/7/62	2062-12-07
15/1/1990	1990-01-15
20/12/62	2062-12-20
18/9/1994	1994-09-18
22/10/2012 at 09:37	2012-10-22T09:37
24.12.62	2062-12-24
13/5/2005	2005-05-13
25.12.62	2062-12-25
2/1/2024	2024-01-02
4.1.62	2062-01-04
17.05 o 18.10.12	2012-10-18T17:05
21.12.62	2062-12-21
4.1.62	2062-01-04
27/11/1982	1982-11-27
17/10/2012 at 20:55	2012-10-17T20:55
21.12.62	2062-12-21
5/1/1994	1994-01-05
24/10/2012 at 16:43	2012-10-24T16:43
27/12/62	2062-12-27
27.12.62	2062-12-27
28/1/2062	2062-01-28
22/7/2004	2004-07-22
25/12/2062	2062-12-25
11:50am on 23.10.12	2012-10-23T11:50
27/122062	2062-12-27
26.12.62	2062-12-26
27.12.62	2062-12-27
18/3/2015	2015-03-18
26/10/2012 at 20:12	2012-10-26T20:12
1.12.62	2062-12-01
7/11/1989	1989-11-07
30/10/2012 at 12:32	2012-10-30T12:32
3.1.62	2062-01-03
5/11/2013	2013-11-05
3/12/2062	2062-12-03
29.4.64	2064-04-29
6.1.63	2063-01-06
3.1.62	2062-01-03
6.1.63	2063-01-06
29.4.64	2064-04-29
29/7/2027	2027-07-29
29/10/2012 at 18:54	2012-10-29T18:54
2.12.62	2062-12-02
16/2/2010	2010-02-16
31/10/2012 at 13:59	2012-10-31T13:59
1.3.62	2062-01-03
16.1.62	2062-01-16
15.1.62	2062-01-15
23/10/2008	2008-10-23
3/12/2062	2062-12-03
16.1.62	2062-01-16
3/1/62	2062-01-03
3.1.62	2062-01-03
16.1.62	2062-01-16
22/2/2007	2007-02-22
07/11/2012 at 09:05	2012-11-07T09:05
1.9.62	2062-01-09
30/6/1975	1975-06-30
08/11/2012 at 12:03	2012-11-08T12:08
1.11.62	2062-01-11
13/6/1981	1981-06-13
12/11/2012 at 09:18	2012-11-12T09:18
14.2.2062	2062-02-14
10/1/62	2062-01-10
16.1.2062	2062-01-16
14.2.2062	2062-02-14
24/2/1982	1982-02-24
09/11/2012 at 11:13	2012-11-09T11:13
14/1/62	2062-01-14
14.1.62	2062-01-14
13/3/2002	2002-03-13
24/1/2062	2062-01-24
5.6.62	2062-06-05
25.1.62	2062-01-25
5.6.2062	2062-06-05
15/3/2008	2008-03-15
27/11/2012 at 02:58	2012-11-27T02:58
29/1/62	2062-01-29
28/5/2019	2019-05-28
30/1/2062	2062-01-30
10am on 28.11.12	2012-11-28T10:00
1.1.62	2062-01-01
7/2/62	2062-02-07
29/6/1997	1997-06-29
30/1/2062	2062-01-30
1.8.62	2062-01-08
3.9.63	2063-09-03
1/1/62	2062-01-01
1.8.62	2062-01-08
3.9.63	2063-09-03
14/8/2062	2062-08-14
2/6/62	2062-02-06
11/1/1986	1986-01-11
10/05/2013 at 18:46	2013-05-10T18:46
18.7.63	2063-07-18
15.7.63	2063-07-15
18.7.63	2063-07-18
previous	2064-05-27
24/9/2009	2009-09-24
28/11/2012 at 21:57	2012-11-28T21:57
1/1/62	2062-01-01
14/9/2062	2062-09-14
7/2/62	2062-02-07
3/11/1990	1990-11-03
04/12/2012 at 09:15	2012-12-04T09:15
6.2.62	2062-02-06
23/2/62	2062-02-23
24/6/2022	2022-06-24
06/12/2012 at 09:26	2012-12-06T09:26
10:00am on 6.12.12	2012-12-06T10:00
10:00am on 6.12.12	2012-12-06T10:00
2.9.62	2062-02-09
26/2/2062	2062-02-26
19/3/2063	2063-03-19
2.9.62	2062-02-09
4/3/2018	2018-04-03
06/12/2012 at 09:08	2012-12-06T09:08
2/8/62	2062-02-08
14/2/2062	2062-02-14
13.2.62	2062-02-13
28/10/2005	2005-10-28
05/12/2012 at 17:48	2012-12-05T17:48
2/8/62	2062-02-08
5/8/64	2064-05-08
11/3/1997	1997-11-03
06/12/2012 at 15:43	2012-12-06T15:43
2046	2046
4-5 month	P4.5M
2.9.62	2062-02-09
1/4/1983	1983-01-04
07/12/2012 at 16:40	2012-12-07T16:40
2.12.62	2062-12-02
14/9/2014	2014-09-14
13.2.62	2062-02-13
14/4/1985	1985-04-14
12/2/2062	2062-02-12
14.1.62	2062-01-14
12/4/1988	1988-12-04
2/12/2062	2062-02-12
19.3.62	2062-03-19
13/2/62	2062-02-13
14.2.2062	2062-02-14
19.3.62	2062-03-19
14/2/2062	2062-02-14
12.2.62	2062-02-12
25/9/1991	1991-09-25
13/2/62	2062-02-13
14/2/62	2062-02-14
19/12/2003	2003-12-19
11/12/2012 at 20:07	2012-12-11T20:07
16 yr	P16Y
14.2.62	2062-02-14
4/3/63	2063-03-04
6/8/2007	2007-06-08
13/2/2062	2062-02-13
2.2.2062	2062-02-02
2060	2060
13/2/62	2062-02-13
15.2.2062	2062-02-15
2.2.2062	2062-02-02
25/3/2063	2063-03-25
2062	2062
2060	2060
2058	2058
24/3/63	2063-03-24
25/11/2000	2000-11-25
12/12/2012 at 10:29	2012-12-12T10:29
28.8.63	2063-08-28
today	2062-09-13
15.2.62	2062-02-15
28.8.63	2063-08-28
14/12/2002	2002-12-14
14/2/2062	2062-02-14
17.3.2063	2063-03-17
15.2.62	2062-02-15
22/2/2062	2062-02-22
16.2.62	2062-02-16
20/2/2062	2062-02-20
16.2.62	2062-02-16
12/7/1999	1999-07-12
14/12/2012 at 15:43	2012-12-14T15:43
19.2.62	2062-02-19
25/8/1973	1973-08-25
17/12/2012 at 09:08	2012-12-17T09:08
19/2/62	2062-02-19
22/2/2062	2062-02-22
5pm on 17.12.12	2012-12-17T17:00
19.2.62	2062-02-19
3/1/2013	2013-03-01
20/2/2062	2062-02-20
25/3/63	2063-03-25
15.40pm on 19/12/12	2012-12-19T15:40
23/2/62	2062-02-23
21/2/62	2062-02-21
25/3/63	2063-03-25
25/3/63	2063-03-25
18/3/63	2063-03-18
23/2/2062	2062-02-23
23.2.2062	2062-02-23
21.2.62	2062-02-21
23.2.2062	2062-02-23
29/8/2010	2010-08-29
18/12/2012 at 09:03	2012-12-18T09:03
20/2/62	2062-02-20
19/3/2063	2063-03-19
11/2/1990	1990-02-11
21/2/2062	2062-02-21
22/1/62	2062-01-22
27/5/1999	1999-05-27
25/3/63	2063-03-25
22.2.62	2062-02-22
23/3/63	2063-03-23
19/3/63	2063-03-19
19/32063	2063-03-19
14/4/2063	2063-04-14
10.10am on 2/1/13	2013-01-02T10:10
3/5/63	2063-05-03
17/3/63	2063-03-17
19/2/2003	2003-02-19
01/01/2013 at 17:01	2013-01-01T17:01
4/3/63	2063-03-04
10/4/2004	2004-04-10
5/3/2063	2063-03-05
2.3.63	2063-03-02
3.59pm on 3/1/13	2013-01-03T15:59
6/3/63	2063-03-06
17.3.63	2063-03-17
2.3.63	2063-03-02
3/10/1981	1981-10-03
07/01/2013 at 03:10	2013-01-07T03:10
9/3/63	2063-03-09
23/8/2063	2063-08-23
21/8/63	2063-08-21
8/12/2023	2023-08-12
07/01/2013 at 08:58	2013-01-07T08:58
3/9/63	2063-03-09
3.10.2063	2063-03-10
14/7/1994	1994-07-14
04/01/2013 at 16:47	2013-01-04T16:47
9/3/63	2063-03-09
3/11/2063	2063-03-11
3/9/63	2063-03-09
29/5/1993	1993-05-29
3/9/2063	2063-09-03
3/10/63	2063-03-10
16/12/1983	1983-12-16
08/01/2013 at 09:02	2013-01-08T09:02
3.10.63	2063-03-10
27/8/1998	1998-08-27
10/3/2063	2063-03-10
11/3/63	2063-03-11
12/3/2063	2063-03-12
11/3/63	2063-03-11
14/8/2013	2013-08-14
08/01/2013 at 13:46	2013-01-08T13:46
11/3/63	2063-03-11
12.3.2063	2063-03-12
13/3/2063	2063-03-13
3.12.63	2063-03-12
20/2/2008	2008-02-20
3/10/2063	2063-03-10
1720hr on 8/1/13	2013-01-08T17:20
1730hr on 8/1/13	2013-01-08T17:30
3/11/63	2063-03-11
18/11/2011	2011-11-18
11/3/2063	2063-03-11
26.3.2063	2063-03-26
12/3/63	2063-03-12
11.39am on 9/1/13	2013-01-09T11:39
13.3.2063	2063-03-13
26.3.2063	2063-03-26
24/11/2017	2017-11-24
09/01/2013 at 15:38	2013-01-09T15:38
3.12.63	2063-03-12
24/11/2017	2017-11-24
06/05/2013 at 09:20	2013-05-06T09:20
7.8.63	2063-08-07
13/3/2063	2063-03-13
12/3/63	2063-03-12
7/8/2009	2009-08-07
26.3.63	2063-03-26
13/3/63	2063-03-13
26.3.63	2063-03-26
6/2/1987	1987-06-02
14/01/2013 at 09:16	2013-01-14T09:16
16.3.63	2063-03-16
5/7/1985	1985-05-07
14/01/2013 at 09:17	2013-01-14T09:17
16.3.63	2063-03-16
18/3/2063	2063-03-18
13.45 on 11.01.13	2013-01-11T13:45
13/3/1996	1996-03-13
29/01/2013 at 20:42	2013-01-29T20:42
3/2/63	2063-03-02
16/6/1997	1997-06-16
17/01/2013 at 08:58	2013-01-17T08:58
4.7.2063	2063-07-04
19.3.63	2063-03-19
20.3.2063	2063-03-20
23/12/2036	2036-12-23
17/01/2013 at 08:57	2013-01-17T08:57
19/3/63	2063-03-19
18/3/63	2063-03-18
17/5/2003	2003-05-17
23/01/2013 at 19:07	2013-01-23T19:07
25.3.63	2063-03-25
16/1/63	2063-01-16
25/3/2063	2063-03-25
20/3/63	2063-03-20
24/3/2063	2063-03-24
20/3/63	2063-03-20
17/2/2009	2009-02-17
19/3/2063	2063-03-19
2.3.63	2063-03-02
20/3/63	2063-03-20
2/3/63	2063-03-02
26/3/2063	2063-03-26
23/3/63	2063-03-23
5/6/2014	2014-06-05
18/01/2013 at 12:21	2013-01-18T12:21
2.30pm on 18/1/13	2013-01-18T14:30
20/3/63	2063-03-20
23/3/63	2063-03-23
7/8/1989	1989-08-07
21/01/2013 at 09:11	2013-01-21
26.3.63	2063-03-26
23/3/63	2063-03-23
26.3.63	2063-03-26
16/8/2022	2022-08-16
25.3.63	2063-03-25
7/5/1994	1994-07-05
25/3/2063	2063-03-25
22.7.63	2063-07-22
25/3/63	2063-03-25
22.7.63	2063-07-22
9/3/2034	2034-09-03
13/4/2063	2063-04-13
2059	2059
13:42 on 11/2/13	2013-02-11T13:42
14:07 on 11/2/13	2013-02-11T14:07
14/4/63	2063-04-14
4/2/1974	1974-02-04
24/3/2063	2063-03-24
25/3/63	2063-03-25
27/7/2039	2039-07-27
25/3/2063	2063-03-25
9:55am on 23/1/13	2013-01-23T09:55
25.3.63	2063-03-25
30/5/1997	1997-05-30
25/3/2063	2063-03-25
1.20pm on 23.01.13	2013-01-23T13:20
26.3.63	2063-03-26
27/11/1979	1979-11-27
24/01/2013 at 17:30	2013-01-24T17:30
2061	2061
27/3/63	2063-03-27
16/11/2004	2004-11-16
25/01/2013 at 17:25	2013-01-25T17:25
1/3/63	2063-03-01
2.3.2063	2063-03-02
2/5/2010	2010-05-02
31/01/2013 at 09:16	2013-01-31T09:16
3.3.63	2063-03-03
2060	2060
12/7/2007	2007-12-07
25/07/2013at 08:56	2013-07-25T08:56
15/10/63	2063-10-15
27/9/63	2063-09-27
15/10/63	2063-10-15
27/11/1989	1989-11-27
9/1/63	2063-09-01
2/2/2004	2004-02-02
30/07/2013 at 08:58	2013-07-30T08:58
9/2/63	2063-09-02
17/7/2011	2011-07-17
27/02/2014 at 11:04	2014-02-27T11:04
110Hrs on 27.2.14	2014-02-27T11:00
1217Hrs on 27.2.14	2014-02-27T12:17
1245Hrs on 27.2.14	2014-02-27T12:45
7/5/64	2064-05-07
1/3/2010	2010-01-03
14.5.64	2064-05-14
20.4.64	2064-04-20
14.5.64	2064-05-14
6/5/2064	2064-05-06
28.4.64	2064-04-28
5/4/2000	2000-04-05
12/5/2064	2064-05-12
4:10pm on 10.3.14	2014-03-10T16:10
4:20pm on 10.3.14	2014-03-10T16:20
13.5.64	2064-05-13
9/5/1999	1999-09-05
5/7/2064	2064-05-07
13.5.64	2064-05-13
5/8/64	2064-05-08
13.5.64	2064-05-13
2/10/2027	2027-10-02
20/4/2064	2064-04-20
22/4/64	2064-04-22
8/10/2022	2022-08-10
10:20am on 10.3.14	2014-03-10T10:20
13.5.64	2064-05-13
16/5/2064	2064-05-16
15.5.64	2064-05-15
18/8/2014	2014-08-18
7/10/2063	2063-07-10
18/7/63	2063-07-18
today	2062-09-13
10:20am on 8.5.13	2013-05-08T10:20
7.11.63	2063-07-11
18/7/63	2063-07-18
19/5/2064	2064-05-19
20/5/2064	2064-05-20
15.5.64	2064-05-15
20.5.64	2064-05-20
12/11/2000	2000-12-11
11/03/2014 at 11:30	2014-03-11T11:30
16/5/64	2064-05-16
20/5/2064	2064-05-20
20.5.2064	2064-05-20
20/12/2013	2013-12-20
12/03/2014 at 11:14	2014-03-12T11:14
15.5.64	2064-05-15
20/12/2013	2013-12-20
12/03/2014 at 11:14	2014-03-12T11:14
15.5.64	2064-05-15
5/10/1987	1987-10-05
8.10.63	2063-10-08
21/1/1997	1997-01-21
19/5/2064	2064-05-19
15:50pm	2014-03-17T15:50
19.5.2064	2064-05-19
20.5.64	2064-05-20
15/11/2004	2004-11-15
20/5/2064	2064-05-20
2059	2059
2059	2059
9:30am on 18/3/14	2014-03-18T09:30
21/5/64	2064-05-21
22/5/2064	2064-05-22
16.5.64	2064-05-16
3/9/1987	1987-09-03
12/03/2014 at 13:15	2014-03-12T13:15
14.40 on 12/.03.14	2014-03-12T14:40
15.5.64	2064-05-15
27/11/2003	2003-11-27
28/01/2014 at 15:03	2014-01-28T15:03
1.3.64	2064-03-01
30/8/2003	2003-08-30
17/01/2014 at 08:56	2014-01-17T08:56
8.5.2064	2064-05-08
19/3/64	2064-03-19
8.5.2064	2064-05-08
6.5.2064	2064-05-06
10/5/1987	1987-10-05
20/03/2014 at 14:54	2014-03-20T14:54
23/5/64	2064-05-23
6/3/2024	2024-03-06
23/5/64	2064-05-23
27/5/2064	2064-05-27
27.5.64	2064-05-27
3.1.64	2064-03-01
27.5.64	2064-05-27
13/11/1995	1995-11-13
03/04/2013 at 14:56	2013-04-03T14:56
6.6.63	2063-06-06
7/5/1992	1992-05-07
03/04/2013 at 08:58	2013-04-03T08:58
24.6.63	2063-06-24
6/6/63	2063-06-06
24.6.63	2063-06-24
12:37pm on 21/12/17	2017-12-21T12:37
12:37pm on 21/12/14	2014-12-21T12:37
12:37pm on 22/11/18	2018-11-22T12:37
12:37pm on 25/11/17	2017-11-25T12:37
12:37pm on 22/12/18	2018-12-22T12:37
30/1/2068	2068-01-30
20020830	2002-08-30
7.10.68	2068-07-10
5.8.66	2066-05-08
8/7/69	2069-08-07
4.8.68	2068-04-08
4.11.69	2069-04-11
2018-02-02 00:00:00	2018-02-02T00:00:00
20110514	2011-05-14
3:45pm on 3/04/2019	2019-04-03T15:45
6/7/2071	2071-06-07
6/8/2070	2070-06-08
14.5.74	2074-05-14
2019-03-29 00:00:00	2019-03-29T00:00:00
20380506	2038-05-06
3:17 pm on 29.7.22	2022-07-29T15:17
29/8/2069	2069-08-29
6/9/2069	2069-09-06
8/6/2070	2070-06-08
2019-06-30 00:00:00	2019-06-30T00:00:00
20110702	2011-07-02
20/4/2071	2071-04-20
6/5/2071	2071-06-05
2818-09-14 00:00:00	2818-09-14T00:00:00
20110608	2011-06-08
29/4/2069	2069-04-29
4/5/2070	2070-05-04
2019-02-24 00:00:00	2019-02-24T00:00:00
19970819	1997-08-19
7/1/73	2073-07-01
8/8/2070	2070-08-08
2020-05-30 00:00:00	2020-05-30T00:00:00
19960703	1996-07-03
28.3.20 at 2:46 pm	2020-03-28T14:46
6/5/2071	2071-06-05
6/5/2070	2070-05-06
2020-02-28 00:00:00	2020-02-28T00:00:00
20110515	2011-05-15
3:45pm on 3/04/2020	2020-04-03T15:45
8/6/2069	2069-06-08
8/5/2069	2069-05-08
16.5.73	2073-05-16
2019-03-02 00:00:00	2019-03-02T00:00:00
20380813	2038-08-13
3:17 pm on 26.6.22	2022-06-26T15:17
30/9/2071	2071-09-30
6/5/2069	2069-06-05
9/6/2071	2071-09-06
2019-03-31 00:00:00	2019-03-31T00:00:00
20150812	2015-08-12
21/4/2069	2069-04-21
4/6/2070	2070-06-04
2818-09-14 00:00:00	2818-09-14T00:00:00
19950519	1995-05-19
28/9/72	2072-09-28
2737-09-03 00:00:00	2737-09-03T00:00:00
20250924	2025-09-24
3:20pm on 5/06/2021	2021-06-05T15:20
8/8/2069	2069-08-08
9/5/2070	2070-05-09
2019-05-27 00:00:00	2019-05-27T00:00:00
30.6.2065	2065-06-30
28.7.2068	2068-07-28
30/7/2069	2069-07-30
20080903	2008-09-03
20/4/2070	2070-04-20
5/6/2069	2069-05-06
2818-09-14 00:00:00	2818-09-14T00:00:00
20020116	2002-01-16
20/5/70	2070-05-20
24/4/69	2069-04-24
24/4/69	2069-04-24
11:55 am on 20.2.20	2020-02-20T11:55
20.2.20 at 1720 Hrs	2020-02-20T17:20
21/4/2071	2071-04-21
28/4/2070	2070-04-28
2020-02-20 00:00:00	2020-02-20T00:00:00
20251213	2025-12-13
2:29pm on 4/03/2021	2021-03-04T14:29
5/6/2071	2071-05-06
9/11/2071	2071-09-11
2021-03-04 00:00:00	2021-03-04T00:00:00
18/2/67	2067-02-18
30/6/2065	2065-06-30
previous	2064-05-27
19/2/65	2065-02-19
10:00 am on the 26/4/15	2015-04-26T10:00
29/9/2068	2068-09-29
1/9/2068	2068-09-01
20010303	2001-03-03
9/6/2070	2070-06-09
16/6/2071	2071-06-16
2020-04-02 00:00:00	2020-04-02T00:00:00
20010304	2001-03-04
6/6/2070	2070-06-06
17/8/2069	2069-08-17
2019-06-12 00:00:00	2019-06-12T00:00:00
14/10/65	2065-10-14
20/10/68	2068-10-20
22/10/69	2069-10-22
7.10.2068	2068-10-07
10/9/2065	2065-09-10
14/10/2065	2065-10-14
17/9/65	2065-09-17
15/10/65	2065-10-15
18/9/65	2065-09-18
17/9/66	2066-09-17
21/6/66	2066-06-21
22/6/70	2070-06-22
20010413	2001-04-13
6/8/2070	2070-06-08
16/6/2071	2071-06-16
2020-05-27 00:00:00	2020-05-27T00:00:00
12:26hrs on 23.8.2018	2018-08-23T12:26
24/9/2068	2068-09-24
28/9/2068	2068-09-28
9/1/2069	2069-09-01
20131021	2013-10-21
3:45pm on 5/03/2019	2019-03-05T15:45
6/6/2069	2069-06-06
6/6/2069	2069-06-06
14.6.73	2073-06-14
2080-04-11 00:00:00	2080-04-11T00:00:00
20250924	2025-09-24
3:20pm on 6/05/2020	2020-05-06T15:20
4/10/2071	2071-04-10
5/11/2069	2069-05-11
2019-03-05 00:00:00	2019-03-05T00:00:00
20010324	2001-03-24
9/5/2070	2070-05-09
15/8/2069	2069-08-15
2019-06-07 00:00:00	2019-06-07T00:00:00
27/6/2068	2068-06-27
10:07hrs on 28.08.2019	2019-08-28T10:07
11:06hrs on 29.08.2018	2018-08-29T11:06
11:43hrs on 29.08.2016	2016-08-29T11:43
1/8/2065	2065-01-08
20251214	2025-12-14
2:29pm on 7/04/2019	2019-04-07T14:29
6/6/2069	2069-06-06
5/7/2070	2070-05-07
2019-04-03 00:00:00	2019-04-03T00:00:00
1320Hrs on 12.11.19	2019-11-12T13:20
17/2/2069	2069-02-17
13/1/2068	2068-01-13
17/1/2066	2066-01-17
16/1/2065	2065-01-16
29/1/2066	2066-01-29
6:15pm on 15.11.2016	2016-11-15T18:15
22/2/2065	2065-02-22
1/2/2068	2068-02-01
20420305	2042-03-05
3:17 pm on 26.6.22	2022-06-26T15:17
30/9/2071	2071-09-30
6/10/2071	2071-10-06
8/7/2070	2070-07-08
2764-09-30 00:00:00	2764-09-30T00:00:00
17/2/2069	2069-02-17
14/1/2069	2069-01-14
4/5/2066	2066-05-04
7/5/2066	2066-05-07
8/4/2066	2066-04-08
2067	2067-14
11:33 on 26/2/15	2015-02-26T11:33
29/5/66	2066-05-29
5/6/65	2065-05-06
23/5/2066	2066-05-23
5/7/65	2065-07-05
5/7/65	2065-07-05
18/6/2066	2066-06-18
19/7/2066	2066-07-19
16/7/2069	2069-07-16
21/6/2066	2066-06-21
24/7/68	2068-07-24
20050225	2005-02-25
3/6/2071	2071-06-03
2792-05-08 00:00:00	2792-05-08T00:00:00
20/7/2068	2068-07-20
10.7.65	2065-10-07
22.9.69	2069-09-22
6.1.68	2068-06-01
10:50am on 22/04/2019	2019-04-22T10:50
10:50am on 19/05/2019	2019-05-19T10:50
24/6/2069	2069-06-24
6.3.69	2069-06-03
19.8.66	2066-08-19
8.11.68	2068-08-11
10:11am on 23/4/19	2019-04-23T10:11
23/6/69	2069-06-23
22.7.65	2065-07-22
25.7.66	2066-07-25
28.6.65	2065-06-28
7.8.2066	2066-08-07
11:58am on 24.5.2019	2019-05-24T11:58
24.7.66	2066-07-24
7.5.2066	2066-05-07
29/7/68	2068-07-29
2/7/2069	2069-07-02
11/1/2069	2069-11-01
7/8/2066	2066-07-08
7/7/2066	2066-07-07
10.4.66	2066-04-10
6.4.68	2068-04-06
6/4/69	2069-04-06
5.7.65	2065-07-05
11.4.68	2068-04-11
11:42am on 06/05/2016	2016-05-06T11:42
1:55pm on 6/2/16	2016-02-06T13:55
5/8/66	2066-08-05
9/4/65	2065-04-09
2057	2057
15/5/2065	2065-05-15
20/4/69	2069-04-20
25.4.69	2069-04-25
5/6/65	2065-05-06
18/6/69	2069-06-18
3:41pm on 10/5/17	2017-05-10T15:41
13/7/67	2067-07-13
14/9/2065	2065-09-14
16.9.68	2068-09-16
19/9/68	2068-09-19
29/9/68	2068-09-29
12:24pm on 15/5/17	2017-05-15T12:24
18/7/67	2067-07-18
16/9/68	2068-09-16
1:40pm on 17/5/17	2017-05-17T13:40
20/7/67	2067-07-20
26/6/69	2069-06-26
26/8/66	2066-08-26
27.5.68	2068-05-27
6/9/68	2068-09-06
27/9/2065	2065-09-27
26.8.65	2065-08-26
30/8/68	2068-08-30
6.9.2066	2066-06-09
9/2/65	2065-09-02
